StudentID,Name,StudyTimeWeekly,AttendanceRate,SleepHours,Failures,ParentalSupport,Extracurriculars,Tutoring,TestPrepCourse,PreviousGrade,FinalGrade,Pass
STU1924,Mark Lee,5.8,89.6,6.9,0,2,1,1,1,61.4,53.5,0
STU1925,Barbara Harris,9.6,65.2,6.2,0,1,1,1,0,67.3,53.3,0
STU1926,Jessica White,19.4,88.8,8.2,0,2,1,1,0,45.0,60.4,1
STU1927,Barbara Anderson,13.9,55.6,7.2,0,0,1,0,1,61.8,50.7,0
STU1928,Matthew Martinez,6.7,93.3,6.4,0,0,1,0,1,76.2,58.4,0
STU1929,Sandra Harris,22.2,98.3,5.4,3,0,0,0,1,75.5,44.8,0
STU1930,Donald Miller,22.2,90.9,5.9,0,1,0,1,0,73.5,71.8,1
STU1931,Karen Jones,22.0,84.2,5.0,1,2,1,0,1,65.4,68.4,1
STU1932,James Taylor,7.5,61.6,7.0,1,0,0,0,1,74.9,45.8,0
STU1933,John Gonzalez,12.4,96.4,5.6,0,1,1,1,0,78.6,64.5,1
STU1934,Susan White,24.7,98.6,6.7,0,1,1,1,1,92.1,82.2,1
STU1935,Sandra Moore,19.8,78.8,8.6,0,2,0,1,0,54.6,58.4,0
STU1936,Patricia Moore,2.6,73.9,8.4,0,0,0,1,0,58.9,45.6,0
STU1937,Sandra Jones,3.5,86.1,7.0,1,1,1,1,0,60.0,47.6,0
STU1938,Matthew Thomas,12.7,93.6,6.9,0,0,1,0,0,68.5,57.8,0
STU1939,James Lee,22.9,90.5,9.3,0,1,0,1,0,72.2,76.8,1
STU1940,Susan Anderson,14.4,96.6,7.6,0,1,1,1,1,69.5,73.0,1
STU1941,William Anderson,13.4,66.5,6.6,0,2,1,0,0,78.6,61.8,1
STU1942,Thomas Harris,4.4,83.7,5.3,0,1,0,0,0,45.0,34.0,0
STU1943,Lisa Brown,17.1,88.7,7.5,1,1,0,1,1,96.0,75.3,1
STU1944,Barbara Jones,20.9,96.6,8.0,0,1,1,0,0,84.7,71.8,1
STU1945,Mark Jones,10.7,76.1,6.2,0,0,0,1,0,67.1,52.0,0
STU1946,David Garcia,19.8,92.7,7.3,0,1,1,0,0,88.3,75.5,1
STU1947,Michael White,24.2,91.3,6.6,0,2,1,0,0,63.3,74.3,1
STU1948,Donald Wilson,6.7,51.6,6.8,0,2,1,0,0,52.8,34.0,0
STU1949,Lisa Hernandez,14.0,97.0,4.0,3,2,1,0,1,72.0,48.2,0
STU1950,Sandra Gonzalez,8.6,82.2,6.7,0,2,1,0,0,83.2,68.0,1
STU1951,Mary Harris,20.2,85.8,8.2,0,0,0,0,1,76.2,71.8,1
STU1952,Michael Martin,15.3,86.3,6.2,0,1,0,0,0,78.2,65.4,1
STU1953,Patricia Davis,16.6,80.1,7.1,0,0,1,0,0,65.9,57.9,0
STU1954,Karen Perez,20.4,97.3,6.1,0,1,1,0,1,84.4,81.7,1
STU1955,Christopher Jackson,11.1,95.4,7.4,0,0,0,0,1,91.0,65.3,1
STU1956,Richard Wilson,23.0,85.5,6.7,0,1,1,1,0,90.9,73.3,1
STU1957,Elizabeth Hernandez,14.3,86.5,5.9,1,1,0,0,0,71.0,51.1,0
STU1958,Mary Harris,5.6,85.8,8.6,0,2,0,0,0,73.1,48.6,0
STU1959,Betty Rodriguez,18.0,86.4,8.1,0,2,0,0,0,81.9,75.6,1
STU1960,Thomas Williams,20.2,83.6,6.3,0,2,1,0,0,82.5,75.7,1
STU1961,Lisa Garcia,9.3,80.9,7.6,0,0,1,0,1,80.6,59.4,0
STU1962,Robert Jones,21.7,90.9,7.6,1,0,0,0,0,91.9,65.8,1
STU1963,Nancy Anderson,22.8,93.3,7.8,2,1,0,1,1,78.4,66.0,1
STU1964,Daniel Taylor,8.4,88.5,5.0,0,1,0,1,0,75.3,58.0,0
STU1965,William Williams,24.6,97.1,8.2,1,1,1,1,0,77.3,72.7,1
STU1966,Karen Taylor,5.2,82.7,6.3,1,1,0,0,0,53.2,37.7,0
STU1967,Mark Martinez,6.6,95.7,6.6,2,1,1,0,0,64.1,38.9,0
STU1968,John Moore,6.2,86.2,10.0,0,1,0,0,1,64.7,61.0,1
STU1969,Sarah Taylor,22.6,86.3,7.4,0,1,1,1,0,58.7,66.8,1
STU1970,Lisa Williams,17.0,94.7,6.5,0,1,0,1,0,85.8,70.4,1
STU1971,Ashley Williams,5.5,94.4,4.4,1,1,1,0,1,45.0,42.9,0
STU1972,Jennifer Gonzalez,12.1,98.0,8.7,0,1,0,0,0,98.0,68.9,1
STU1973,Lisa Anderson,16.2,91.7,5.4,0,1,0,0,0,92.4,69.1,1
STU1974,Matthew Rodriguez,3.9,93.1,5.8,0,0,1,1,0,61.6,52.6,0
STU1975,Patricia Wilson,22.3,93.2,6.6,0,1,1,1,1,79.6,76.1,1
STU1976,Robert Johnson,20.5,98.8,8.7,0,2,1,0,1,82.5,83.0,1
STU1977,David Rodriguez,13.6,93.3,7.9,1,2,1,1,1,65.5,65.5,1
STU1978,Lisa Williams,24.2,88.7,6.8,0,1,1,0,0,82.7,70.1,1
STU1979,Anthony Rodriguez,11.6,77.4,7.4,1,1,1,1,1,66.8,54.9,0
STU1980,John Harris,24.6,83.2,6.3,0,1,0,1,0,78.7,71.9,1
STU1981,Mary Lopez,17.4,75.9,7.2,0,1,1,1,0,75.1,63.2,1
STU1982,Elizabeth Rodriguez,16.6,85.8,7.1,0,1,1,0,1,58.0,69.2,1
STU1983,Joseph Davis,5.8,59.3,8.2,0,1,0,0,0,61.7,39.6,0
STU1984,Matthew Jones,22.3,95.7,8.2,0,1,1,0,0,81.8,79.0,1
STU1985,David Johnson,11.8,78.8,7.6,0,1,0,0,0,70.5,54.0,0
STU1986,Lisa Anderson,5.7,84.8,6.6,0,2,0,1,0,62.4,49.0,0
STU1987,Jennifer Davis,2.3,59.5,7.9,0,0,1,0,1,72.1,47.1,0
STU1988,Anthony Jones,14.9,94.0,6.9,0,2,1,0,0,69.4,66.6,1
STU1989,Jessica Moore,14.1,90.3,5.7,0,0,0,1,0,75.2,64.8,1
STU1990,Jennifer Jones,18.5,85.8,6.5,0,0,0,0,0,90.9,74.4,1
STU1991,Margaret Thomas,22.5,88.7,7.1,0,2,1,0,1,78.0,88.6,1
STU1992,Richard Jones,3.8,94.6,8.1,0,2,0,0,1,67.5,59.9,0
STU1993,Richard Taylor,18.8,44.4,6.8,0,0,1,0,0,68.2,46.4,0
STU1994,Sarah Davis,6.3,83.4,5.5,0,1,1,0,1,80.1,61.0,1
STU1995,Richard Jackson,21.7,94.3,7.1,0,0,1,1,1,76.1,74.2,1
STU1996,Betty Williams,20.8,68.0,7.1,0,1,1,0,0,89.9,73.0,1
STU1997,Lisa Davis,14.4,69.6,7.2,0,2,1,1,0,68.4,55.8,0
STU1998,Mary Davis,18.3,94.2,8.1,0,2,1,0,0,66.1,76.3,1
STU1999,Anthony Gonzalez,9.2,74.8,8.2,0,1,1,0,1,74.4,63.4,1
